return,max_dd,sharpe,T,N
36.436519999999994,-35.012055630436535,0.4740270960766452,10,3
40.38108000000005,-32.98411830740291,0.5218282087017982,10,4
43.106339999999996,-32.38130630711888,0.5455247682848063,10,5
45.40358000000006,-33.769657416709684,0.5606186895409961,10,6
35.56116999999996,-32.76035096540386,0.48477486891950833,10,7
13.206680000000004,-32.66533432657421,0.254783353750569,11,3
13.613289999999957,-33.866085031054915,0.26193469705810224,11,4
14.436999999999944,-34.180961777155424,0.2718925540657058,11,5
25.527699999999996,-33.37602831418698,0.3908752643477572,11,6
26.947029999999984,-32.34069492271729,0.40949060487013267,11,7
9.180230000000012,-34.5558723482266,0.2099042340912698,12,3
20.11957999999998,-31.765734255662803,0.338220607345646,12,4
28.14110000000001,-30.177657510795157,0.4227883228098622,12,5
33.523039999999995,-30.34093950021463,0.4793380116975307,12,6
23.347150000000006,-32.40706399460412,0.37866783206947735,12,7
3.006160000000002,-35.32993536897674,0.13439880319491557,13,3
11.426190000000048,-33.73962543099454,0.23884139592881298,13,4
15.12039000000005,-31.69075908956418,0.28393962440454873,13,5
22.351130000000087,-31.689860210632887,0.364523477757824,13,6
18.307390000000034,-31.87722904666282,0.3223645972321685,13,7
8.582809999999984,-35.85466040989286,0.20334098479050014,14,3
12.960119999999996,-34.36669075375532,0.25813935156403356,14,4
21.810960000000044,-31.61014067644061,0.36015669386955007,14,5
27.33269999999999,-31.19424270109357,0.42041296885761625,14,6
24.591949999999983,-31.327076552202794,0.3957105791445922,14,7
19.602600000000024,-32.62725347171021,0.32923901828598373,15,3
22.592860000000094,-31.365270515842248,0.3696744471603873,15,4
26.60658000000007,-30.1059426287105,0.4156125427457146,15,5
27.31192,-30.946878016116326,0.4231890141213596,15,6
20.49549000000004,-31.042470275956735,0.35330986666301395,15,7
5.785949999999995,-33.649303663887366,0.1676961275354358,16,3
6.148879999999979,-34.23657425265043,0.1723574963461362,16,4
7.762839999999982,-33.222018583262184,0.19403945860019722,16,5
16.217229999999972,-31.447126274768255,0.302334046628512,16,6
9.725179999999977,-32.3124308797995,0.2214622582674481,16,7
